day,oblast,viina_events,viina_uav_events,viina_airstrike_events
2023-03-08 00:00:00+00:00,Харківська область,1,1,0
2023-03-08 00:00:00+00:00,Чернігівська область,1,1,0
2023-03-09 00:00:00+00:00,Волинська область,1,0,1
2023-03-09 00:00:00+00:00,Дніпропетровська область,4,1,3
2023-03-09 00:00:00+00:00,Донецька область,15,1,15
2023-03-09 00:00:00+00:00,Житомирська область,3,3,2
2023-03-09 00:00:00+00:00,Запорізька область,1,1,0
2023-03-09 00:00:00+00:00,Київська область,4,3,1
2023-03-09 00:00:00+00:00,Луганська область,1,0,1
2023-03-09 00:00:00+00:00,Львівська область,1,1,0
2023-03-09 00:00:00+00:00,Одеська область,2,1,1
2023-03-09 00:00:00+00:00,Сумська область,1,1,1
2023-03-09 00:00:00+00:00,Харківська область,3,1,2
2023-03-09 00:00:00+00:00,Херсонська область,1,0,1
2023-03-09 00:00:00+00:00,Чернігівська область,1,1,0
2023-03-10 00:00:00+00:00,Дніпропетровська область,2,2,0
2023-03-10 00:00:00+00:00,Донецька область,5,1,4
2023-03-10 00:00:00+00:00,Житомирська область,1,1,1
2023-03-10 00:00:00+00:00,Рівненська область,1,0,1
2023-03-10 00:00:00+00:00,Сумська область,1,1,1
2023-03-10 00:00:00+00:00,Херсонська область,1,0,1
2023-03-11 00:00:00+00:00,Донецька область,9,0,9
2023-03-11 00:00:00+00:00,Запорізька область,3,3,1
2023-03-11 00:00:00+00:00,Київська область,2,2,0
2023-03-11 00:00:00+00:00,Луганська область,2,0,2
2023-03-11 00:00:00+00:00,Херсонська область,4,1,4
2023-03-11 00:00:00+00:00,Черкаська область,2,1,1
2023-03-12 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-03-12 00:00:00+00:00,Донецька область,4,1,3
2023-03-12 00:00:00+00:00,Запорізька область,2,0,2
2023-03-12 00:00:00+00:00,Київська область,2,2,0
2023-03-12 00:00:00+00:00,Луганська область,1,0,1
2023-03-12 00:00:00+00:00,Миколаївська область,1,0,1
2023-03-12 00:00:00+00:00,Херсонська область,1,1,0
2023-03-13 00:00:00+00:00,Донецька область,8,1,7
2023-03-13 00:00:00+00:00,Миколаївська область,1,0,1
2023-03-13 00:00:00+00:00,Сумська область,1,1,1
2023-03-13 00:00:00+00:00,Харківська область,2,0,2
2023-03-13 00:00:00+00:00,Херсонська область,1,0,1
2023-03-14 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-14 00:00:00+00:00,Дніпропетровська область,3,2,2
2023-03-14 00:00:00+00:00,Донецька область,10,3,7
2023-03-14 00:00:00+00:00,Київська область,1,1,0
2023-03-14 00:00:00+00:00,Кіровоградська область,1,0,1
2023-03-14 00:00:00+00:00,Одеська область,1,0,1
2023-03-14 00:00:00+00:00,Полтавська область,1,0,1
2023-03-14 00:00:00+00:00,Харківська область,1,1,1
2023-03-14 00:00:00+00:00,Хмельницька область,1,0,1
2023-03-15 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-03-15 00:00:00+00:00,Донецька область,3,0,3
2023-03-15 00:00:00+00:00,Херсонська область,1,0,1
2023-03-15 00:00:00+00:00,Чернігівська область,1,1,0
2023-03-16 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-03-16 00:00:00+00:00,Дніпропетровська область,2,0,2
2023-03-16 00:00:00+00:00,Донецька область,5,4,1
2023-03-16 00:00:00+00:00,Херсонська область,1,0,1
2023-03-17 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-17 00:00:00+00:00,Дніпропетровська область,2,2,1
2023-03-17 00:00:00+00:00,Донецька область,6,3,3
2023-03-17 00:00:00+00:00,Житомирська область,1,1,1
2023-03-17 00:00:00+00:00,Закарпатська область,1,0,1
2023-03-17 00:00:00+00:00,Київська область,1,1,1
2023-03-17 00:00:00+00:00,Луганська область,1,1,0
2023-03-17 00:00:00+00:00,Херсонська область,3,2,3
2023-03-18 00:00:00+00:00,Автономна Республіка Крим,2,1,1
2023-03-18 00:00:00+00:00,Дніпропетровська область,5,3,4
2023-03-18 00:00:00+00:00,Донецька область,4,1,3
2023-03-18 00:00:00+00:00,Запорізька область,1,1,0
2023-03-18 00:00:00+00:00,Київська область,4,2,2
2023-03-18 00:00:00+00:00,Львівська область,6,4,4
2023-03-19 00:00:00+00:00,Івано-Франківська область,1,0,1
2023-03-19 00:00:00+00:00,Донецька область,3,1,2
2023-03-19 00:00:00+00:00,Запорізька область,1,0,1
2023-03-19 00:00:00+00:00,Луганська область,1,1,0
2023-03-19 00:00:00+00:00,Сумська область,1,0,1
2023-03-20 00:00:00+00:00,Автономна Республіка Крим,5,5,1
2023-03-20 00:00:00+00:00,Донецька область,4,1,3
2023-03-20 00:00:00+00:00,Запорізька область,2,0,2
2023-03-20 00:00:00+00:00,Київська область,3,2,3
2023-03-20 00:00:00+00:00,Миколаївська область,2,2,2
2023-03-20 00:00:00+00:00,Херсонська область,1,0,1
2023-03-21 00:00:00+00:00,Автономна Республіка Крим,2,2,0
2023-03-21 00:00:00+00:00,Донецька область,3,2,1
2023-03-21 00:00:00+00:00,Київська область,1,1,0
2023-03-21 00:00:00+00:00,Одеська область,3,2,2
2023-03-21 00:00:00+00:00,Харківська область,1,0,1
2023-03-22 00:00:00+00:00,Автономна Республіка Крим,6,6,5
2023-03-22 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-03-22 00:00:00+00:00,Донецька область,25,6,20
2023-03-22 00:00:00+00:00,Житомирська область,4,3,2
2023-03-22 00:00:00+00:00,Запорізька область,11,4,8
2023-03-22 00:00:00+00:00,Київська область,10,10,4
2023-03-22 00:00:00+00:00,Луганська область,5,0,5
2023-03-22 00:00:00+00:00,Миколаївська область,1,0,1
2023-03-22 00:00:00+00:00,Одеська область,1,1,0
2023-03-22 00:00:00+00:00,Херсонська область,1,1,1
2023-03-23 00:00:00+00:00,Дніпропетровська область,2,1,2
2023-03-23 00:00:00+00:00,Донецька область,2,0,2
2023-03-23 00:00:00+00:00,Запорізька область,4,1,3
2023-03-23 00:00:00+00:00,Одеська область,3,1,2
2023-03-23 00:00:00+00:00,Сумська область,1,1,0
2023-03-24 00:00:00+00:00,Автономна Республіка Крим,4,3,3
2023-03-24 00:00:00+00:00,Дніпропетровська область,1,1,1
2023-03-24 00:00:00+00:00,Донецька область,8,4,6
2023-03-24 00:00:00+00:00,Запорізька область,2,1,1
2023-03-24 00:00:00+00:00,Київська область,4,3,1
2023-03-24 00:00:00+00:00,Сумська область,4,2,3
2023-03-24 00:00:00+00:00,Херсонська область,2,1,2
2023-03-25 00:00:00+00:00,Дніпропетровська область,4,2,4
2023-03-25 00:00:00+00:00,Донецька область,5,0,5
2023-03-25 00:00:00+00:00,Запорізька область,1,0,1
2023-03-25 00:00:00+00:00,Київська область,1,0,1
2023-03-25 00:00:00+00:00,Луганська область,1,0,1
2023-03-25 00:00:00+00:00,Одеська область,1,0,1
2023-03-25 00:00:00+00:00,Херсонська область,4,0,4
2023-03-26 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-26 00:00:00+00:00,Дніпропетровська область,1,0,1
2023-03-26 00:00:00+00:00,Донецька область,6,1,5
2023-03-26 00:00:00+00:00,Київська область,1,1,0
2023-03-27 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-27 00:00:00+00:00,Дніпропетровська область,4,4,2
2023-03-27 00:00:00+00:00,Донецька область,4,2,2
2023-03-27 00:00:00+00:00,Київська область,5,5,3
2023-03-27 00:00:00+00:00,Сумська область,1,0,1
2023-03-27 00:00:00+00:00,Харківська область,1,0,1
2023-03-28 00:00:00+00:00,Дніпропетровська область,3,3,3
2023-03-28 00:00:00+00:00,Донецька область,8,5,3
2023-03-28 00:00:00+00:00,Київська область,9,8,4
2023-03-28 00:00:00+00:00,Сумська область,5,2,3
2023-03-29 00:00:00+00:00,Автономна Республіка Крим,4,3,1
2023-03-29 00:00:00+00:00,Донецька область,7,3,4
2023-03-29 00:00:00+00:00,Запорізька область,2,1,1
2023-03-29 00:00:00+00:00,Київська область,1,1,0
2023-03-29 00:00:00+00:00,Кіровоградська область,1,0,1
2023-03-29 00:00:00+00:00,Харківська область,1,0,1
2023-03-30 00:00:00+00:00,Автономна Республіка Крим,1,0,1
2023-03-30 00:00:00+00:00,Донецька область,6,0,6
2023-03-30 00:00:00+00:00,Львівська область,1,0,1
2023-03-30 00:00:00+00:00,Харківська область,1,1,0
2023-03-30 00:00:00+00:00,Херсонська область,3,1,3
2023-03-31 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-03-31 00:00:00+00:00,Донецька область,7,3,4
2023-03-31 00:00:00+00:00,Запорізька область,4,1,3
2023-03-31 00:00:00+00:00,Харківська область,5,3,2
2023-03-31 00:00:00+00:00,Херсонська область,1,0,1
2023-04-01 00:00:00+00:00,Донецька область,2,0,2
2023-04-01 00:00:00+00:00,Чернігівська область,1,1,0
2023-04-02 00:00:00+00:00,Донецька область,1,0,1
2023-04-02 00:00:00+00:00,Запорізька область,2,1,1
2023-04-02 00:00:00+00:00,Луганська область,1,1,0
2023-04-02 00:00:00+00:00,Сумська область,2,0,2
2023-04-02 00:00:00+00:00,Чернігівська область,1,1,0
2023-04-03 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-04-03 00:00:00+00:00,Донецька область,21,4,19
2023-04-03 00:00:00+00:00,Запорізька область,3,2,1
2023-04-03 00:00:00+00:00,Сумська область,1,1,0
2023-04-03 00:00:00+00:00,Харківська область,1,0,1
2023-04-03 00:00:00+00:00,Херсонська область,7,1,7
2023-04-04 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-04-04 00:00:00+00:00,Донецька область,5,2,3
2023-04-04 00:00:00+00:00,Запорізька область,2,0,2
2023-04-04 00:00:00+00:00,Київська область,1,1,0
2023-04-04 00:00:00+00:00,Одеська область,10,9,5
2023-04-04 00:00:00+00:00,Хмельницька область,1,0,1
2023-04-04 00:00:00+00:00,Чернігівська область,3,2,3
2023-04-05 00:00:00+00:00,Донецька область,5,2,3
2023-04-05 00:00:00+00:00,Запорізька область,2,2,0
2023-04-05 00:00:00+00:00,Херсонська область,2,1,1
2023-04-05 00:00:00+00:00,Чернігівська область,1,0,1
2023-04-06 00:00:00+00:00,Донецька область,3,0,3
2023-04-06 00:00:00+00:00,Запорізька область,3,2,1
2023-04-06 00:00:00+00:00,Київська область,2,2,0
2023-04-06 00:00:00+00:00,Херсонська область,5,0,5
2023-04-07 00:00:00+00:00,Донецька область,1,1,0
2023-04-07 00:00:00+00:00,Запорізька область,2,2,0
2023-04-07 00:00:00+00:00,Одеська область,1,0,1
2023-04-07 00:00:00+00:00,Харківська область,1,0,1
2023-04-07 00:00:00+00:00,Чернігівська область,1,0,1
2023-04-08 00:00:00+00:00,Автономна Республіка Крим,1,1,0
2023-04-08 00:00:00+00:00,Донецька область,3,2,1
2023-04-08 00:00:00+00:00,Запорізька область,3,1,2
2023-04-08 00:00:00+00:00,Миколаївська область,2,0,2
2023-04-08 00:00:00+00:00,Харківська область,1,0,1
2023-04-09 00:00:00+00:00,Донецька область,3,2,3
2023-04-09 00:00:00+00:00,Запорізька область,3,3,0
2023-04-09 00:00:00+00:00,Рівненська область,1,1,0
2023-04-09 00:00:00+00:00,Сумська область,1,1,0
2023-04-09 00:00:00+00:00,Херсонська область,6,0,6
2023-04-09 00:00:00+00:00,Чернігівська область,2,1,2
2023-04-10 00:00:00+00:00,Автономна Республіка Крим,1,1,0
